badgeHolder,badgeId,badgeSlug,badgeName,badgeDescription,badgeNumHolders,badgeType
medocons,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
medocons,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
medocons,5,welcome,Welcome,Received a like,2073,Bronze
medocons,10,editor,Editor,First post edit,678,Bronze
medocons,11,first-like,First Like,Liked a post,3383,Bronze
medocons,12,first-share,First Share,Shared a post,542,Bronze
medocons,15,first-quote,First Quote,Quoted a post,242,Bronze
medocons,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
medocons,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
kiryu_0x,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
kiryu_0x,5,welcome,Welcome,Received a like,2073,Bronze
kiryu_0x,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
kiryu_0x,11,first-like,First Like,Liked a post,3383,Bronze
blazedbison,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
blazedbison,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
blazedbison,5,welcome,Welcome,Received a like,2073,Bronze
blazedbison,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
blazedbison,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
blazedbison,10,editor,Editor,First post edit,678,Bronze
blazedbison,11,first-like,First Like,Liked a post,3383,Bronze
blazedbison,12,first-share,First Share,Shared a post,542,Bronze
blazedbison,15,first-quote,First Quote,Quoted a post,242,Bronze
blazedbison,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
blazedbison,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
blazedbison,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
isavazh,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
isavazh,5,welcome,Welcome,Received a like,2073,Bronze
isavazh,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
isavazh,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
isavazh,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
cp287,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
cp287,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
cp287,5,welcome,Welcome,Received a like,2073,Bronze
cp287,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
cp287,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
cp287,10,editor,Editor,First post edit,678,Bronze
cp287,11,first-like,First Like,Liked a post,3383,Bronze
cp287,12,first-share,First Share,Shared a post,542,Bronze
cp287,15,first-quote,First Quote,Quoted a post,242,Bronze
cp287,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
cp287,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Cfhgoregrinder,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Cfhgoregrinder,5,welcome,Welcome,Received a like,2073,Bronze
Cfhgoregrinder,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Cfhgoregrinder,11,first-like,First Like,Liked a post,3383,Bronze
Cfhgoregrinder,16,read-guidelines,Read Guidelines,"Read the <a href=""/guidelines"">community guidelines</a>",210,Bronze
Cfhgoregrinder,100,certified,Certified,Completed our new user tutorial,215,Bronze
karpatkey,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
karpatkey,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
karpatkey,5,welcome,Welcome,Received a like,2073,Bronze
karpatkey,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
karpatkey,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
karpatkey,11,first-like,First Like,Liked a post,3383,Bronze
karpatkey,12,first-share,First Share,Shared a post,542,Bronze
karpatkey,14,first-link,First Link,Added a link to another topic,147,Bronze
karpatkey,15,first-quote,First Quote,Quoted a post,242,Bronze
karpatkey,21,nice-share,Nice Share,Shared a post with 25 unique visitors,226,Bronze
karpatkey,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
karpatkey,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
karpatkey,100,certified,Certified,Completed our new user tutorial,215,Bronze
Romy,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Romy,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Romy,5,welcome,Welcome,Received a like,2073,Bronze
Romy,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Romy,10,editor,Editor,First post edit,678,Bronze
Romy,11,first-like,First Like,Liked a post,3383,Bronze
Romy,12,first-share,First Share,Shared a post,542,Bronze
Romy,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Romy,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Lothaen,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Lothaen,5,welcome,Welcome,Received a like,2073,Bronze
Lothaen,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Lothaen,10,editor,Editor,First post edit,678,Bronze
Lothaen,11,first-like,First Like,Liked a post,3383,Bronze
litocoen,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
litocoen,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
litocoen,5,welcome,Welcome,Received a like,2073,Bronze
litocoen,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
litocoen,10,editor,Editor,First post edit,678,Bronze
litocoen,11,first-like,First Like,Liked a post,3383,Bronze
litocoen,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
litocoen,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Vaultka,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Vaultka,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Vaultka,5,welcome,Welcome,Received a like,2073,Bronze
Vaultka,10,editor,Editor,First post edit,678,Bronze
Vaultka,11,first-like,First Like,Liked a post,3383,Bronze
Vaultka,14,first-link,First Link,Added a link to another topic,147,Bronze
Vaultka,15,first-quote,First Quote,Quoted a post,242,Bronze
Vaultka,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
Vaultka,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Vaultka,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Vaultka,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Vaultka,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
bubli.eth,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
bubli.eth,5,welcome,Welcome,Received a like,2073,Bronze
bubli.eth,10,editor,Editor,First post edit,678,Bronze
bubli.eth,11,first-like,First Like,Liked a post,3383,Bronze
bubli.eth,15,first-quote,First Quote,Quoted a post,242,Bronze
bubli.eth,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
bubli.eth,19,good-topic,Good Topic,Received 25 likes on a topic,32,Silver
IO_HUGUR,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
IO_HUGUR,5,welcome,Welcome,Received a like,2073,Bronze
IO_HUGUR,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
IO_HUGUR,10,editor,Editor,First post edit,678,Bronze
IO_HUGUR,11,first-like,First Like,Liked a post,3383,Bronze
IO_HUGUR,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
IO_HUGUR,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
IO_HUGUR,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Blueweb,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Blueweb,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Blueweb,5,welcome,Welcome,Received a like,2073,Bronze
Blueweb,10,editor,Editor,First post edit,678,Bronze
Blueweb,11,first-like,First Like,Liked a post,3383,Bronze
Blueweb,12,first-share,First Share,Shared a post,542,Bronze
Blueweb,15,first-quote,First Quote,Quoted a post,242,Bronze
Blueweb,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Blueweb,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
Blueweb,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
0xGDucky,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
0xGDucky,5,welcome,Welcome,Received a like,2073,Bronze
chefmaroon,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
chefmaroon,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
chefmaroon,5,welcome,Welcome,Received a like,2073,Bronze
chefmaroon,10,editor,Editor,First post edit,678,Bronze
chefmaroon,11,first-like,First Like,Liked a post,3383,Bronze
chefmaroon,12,first-share,First Share,Shared a post,542,Bronze
chefmaroon,14,first-link,First Link,Added a link to another topic,147,Bronze
chefmaroon,15,first-quote,First Quote,Quoted a post,242,Bronze
chefmaroon,17,reader,Reader,Read every reply in a topic with more than 100 replies,66,Bronze
chefmaroon,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
chefmaroon,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
chefmaroon,45,enthusiast,Enthusiast,Visited 10 consecutive days,268,Bronze
Frax.Finance,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Frax.Finance,5,welcome,Welcome,Received a like,2073,Bronze
Frax.Finance,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Frax.Finance,10,editor,Editor,First post edit,678,Bronze
Frax.Finance,11,first-like,First Like,Liked a post,3383,Bronze
Frax.Finance,12,first-share,First Share,Shared a post,542,Bronze
Frax.Finance,15,first-quote,First Quote,Quoted a post,242,Bronze
Frax.Finance,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
Frax.Finance,28,popular-link,Popular Link,Posted an external link with 50 clicks,57,Bronze
Cyfrin,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Cyfrin,5,welcome,Welcome,Received a like,2073,Bronze
Cyfrin,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Cyfrin,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
Cyfrin,10,editor,Editor,First post edit,678,Bronze
Cyfrin,11,first-like,First Like,Liked a post,3383,Bronze
Cyfrin,12,first-share,First Share,Shared a post,542,Bronze
Cyfrin,18,nice-topic,Nice Topic,Received 10 likes on a topic,164,Bronze
Cyfrin,40,first-mention,First Mention,Mentioned a user in a post,373,Bronze
Fiz,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Fiz,5,welcome,Welcome,Received a like,2073,Bronze
Fiz,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Fiz,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
Fiz,11,first-like,First Like,Liked a post,3383,Bronze
Fiz,41,first-emoji,First Emoji,Used an Emoji in a Post,455,Bronze
VD_546,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
VD_546,5,welcome,Welcome,Received a like,2073,Bronze
VD_546,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
VD_546,7,good-reply,Good Reply,Received 25 likes on a reply,37,Silver
VD_546,10,editor,Editor,First post edit,678,Bronze
VD_546,11,first-like,First Like,Liked a post,3383,Bronze
VD_546,12,first-share,First Share,Shared a post,542,Bronze
VD_546,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
Powerboy,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
Powerboy,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
Powerboy,5,welcome,Welcome,Received a like,2073,Bronze
Powerboy,6,nice-reply,Nice Reply,Received 10 likes on a reply,466,Bronze
Powerboy,11,first-like,First Like,Liked a post,3383,Bronze
Powerboy,12,first-share,First Share,Shared a post,542,Bronze
Powerboy,33,out-of-love,Out of Love,Used 50 likes in a day,48,Bronze
DeFiMan,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
DeFiMan,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
DeFiMan,5,welcome,Welcome,Received a like,2073,Bronze
DeFiMan,10,editor,Editor,First post edit,678,Bronze
DeFiMan,11,first-like,First Like,Liked a post,3383,Bronze
DeFiMan,42,first-onebox,First Onebox,Posted a link that was oneboxed,417,Bronze
AlexLumley,1,basic,Basic,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> all essential community functions",4255,Bronze
AlexLumley,2,member,Member,"<a href=""https://blog.discourse.org/2018/06/understanding-discourse-trust-levels/"">Granted</a> invitations, group messaging, more likes",220,Bronze
AlexLumley,5,welcome,Welcome,Received a like,2073,Bronze
AlexLumley,9,autobiographer,Autobiographer,"Filled out <a href=""/my/preferences/profile"">profile</a> information",289,Bronze
